taxon_oid,domain,taxon_name
3300007076,*Microbiome,"Populus root and rhizosphere microbial communities from Tennessee, USA - Rhizosphere MetaG P. TD hybrid SRZTD4"
3300007155,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_C_top_diel_T=5 metaT (Metagenome Metatranscriptome)"
3300007156,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_top_diel_T=5 metaT (Metagenome Metatranscriptome)"
3300007157,*Microbiome,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2015_2_5"
3300007158,*Microbiome,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series 2014_10_12"
3300007159,*Microbiome,"Freshwater sediment microbial communities in response to fracking from Pennsylvania, USA - Cold Stream Run_MetaT_CSR_2013 (Metagenome Metatranscriptome)"
3300007161,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_top_diel_T=8 metaT (Metagenome Metatranscriptome)"
3300007162,*Microbiome,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series HT_2014_7_11"
3300007164,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_top_diel_T=3 metaT (Metagenome Metatranscriptome)"
3300007165,*Microbiome,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Wagner 4 Time Series FC_2014_7_16"
3300007166,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_top_diel_T=1 metaT (Metagenome Metatranscriptome)"
3300007168,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - BED_top_diel_T=7 metaT (Metagenome Metatranscriptome)"
3300007170,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_A4L_L (Metagenome Metatranscriptome)"
3300007174,*Microbiome,"Deep subsurface shale carbon reservoir microbial communities from Ohio, USA - Halanaerobium induction"
3300007175,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S12 NT20 metaT (Metagenome Metatranscriptome)
3300007178,*Microbiome,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - OCT_C_1 metaT (Metagenome Metatranscriptome)"
3300007179,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_B4R_H (Metagenome Metatranscriptome)"
3300007181,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_B5L_H (Metagenome Metatranscriptome)"
3300007185,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_T0_4L (Metagenome Metatranscriptome)"
3300007187,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C6L_LD (Metagenome Metatranscriptome)"
3300007189,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_A1_L (Metagenome Metatranscriptome)"
3300007193,*Microbiome,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - OCT_C_2 metaT (Metagenome Metatranscriptome)"
3300007195,*Microbiome,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - OCT_B_1 metaT (Metagenome Metatranscriptome)"
3300007197,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_T0_5L (Metagenome Metatranscriptome)"
3300007203,*Microbiome,"Hot spring microbial communities from Yellowstone National Park, Wyoming, USA - OCT_B_2 metaT (Metagenome Metatranscriptome)"
3300007205,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_T0_1 (Metagenome Metatranscriptome)"
3300007213,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 NT10 metaT (Metagenome Metatranscriptome)
3300007215,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S12 DCM_B metaT (Metagenome Metatranscriptome)
3300007217,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S10 NT17 metaT (Metagenome Metatranscriptome)
3300007219,*Microbiome,"Freshwater sediment microbial communities in response to fracking from Pennsylvania, USA - Straight Creek_MetaT_SC_2013 (Metagenome Metatranscriptome)"
3300007221,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C1_LD (Metagenome Metatranscriptome)"
3300007225,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_B4L_H (Metagenome Metatranscriptome)"
3300007228,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 8/11/14 A brown RNA (Eukaryote Community Metatranscriptome)"
3300007229,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_30_<0.8_DNA
3300007230,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 9/18/14 C RNA (Eukaryote Community Metatranscriptome)"
3300007231,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Spr_30_>0.8_DNA
3300007232,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 10/23/14 A2 RNA (Eukaryote Community Metatranscriptome)"
3300007233,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 9/18/14 B RNA (Eukaryote Community Metatranscriptome)"
3300007234,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_15_<0.8_DNA
3300007235,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 10/23/14 D RNA (Eukaryote Community Metatranscriptome)"
3300007236,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_30_>0.8_DNA
3300007237,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 9/18/14 A RNA (Eukaryote Community Metatranscriptome)"
3300007239,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 7/17/14 B2 RNA (Eukaryote Community Metatranscriptome)"
3300007240,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 8/11/14 B green RNA (Eukaryote Community Metatranscriptome)"
3300007241,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 7/17/14 B RNA (Eukaryote Community Metatranscriptome)"
3300007242,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 7/17/14 C RNA (Eukaryote Community Metatranscriptome)"
3300007243,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_A6L_L (Metagenome Metatranscriptome)"
3300007244,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 6/11/14 C2 RNA (Eukaryote Community Metatranscriptome)"
3300007248,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 6/11/14 D RNA (Eukaryote Community Metatranscriptome)"
3300007250,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 6/11/14 B RNA (Eukaryote Community Metatranscriptome)"
3300007253,*Microbiome,"Wastewater effluent complex algal communities from Wisconsin, to seasonally profile nutrient transformation and Carbon sequestration - JI 10/23/14 A1 RNA (Eukaryote Community Metatranscriptome)"
3300007255,*Microbiome,"Vadose zone soil and rhizosphere microbial communities from the Eel River Critical Zone Observatory, Northern California to study diel carbon cycling - Rivendell_Oct2014_Saprolite_2_DNA_Bulk_1"
3300007258,*Microbiome,"Vadose zone soil and rhizosphere microbial communities from the Eel River Critical Zone Observatory, Northern California to study diel carbon cycling - Rivendell_Oct2014_Saprolite_2_DNA_Bulk_3"
3300007265,*Microbiome,"Vadose zone soil and rhizosphere microbial communities from the Eel River Critical Zone Observatory, Northern California to study diel carbon cycling - Rivendell_Oct2014_Saprolite_2_DNA_Rhizosphere_1"
3300007276,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Mar_31
3300007283,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S7_td_250_ad_252m_LV_B
3300007291,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - Knorr_S7_td_AAIW_ad_750m_LV_A
3300007322,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_D6L_HD (Metagenome Metatranscriptome)"
3300007323,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C2_LD (Metagenome Metatranscriptome)"
3300007324,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge MT KNB_C4L_LD (Metagenome Metatranscriptome)"
3300007325,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S9 Surf_B metaT (Metagenome Metatranscriptome)
3300007326,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 Surf_A metaT (Metagenome Metatranscriptome)
3300007327,*Microbiome,"Freshwater sediment microbial communities in response to fracking from Pennsylvania, USA - Alex Branch Run_MetaT_ABR_2013 (Metagenome Metatranscriptome)"
3300007328,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 Surf_A metaT (Metagenome Metatranscriptome)
3300007329,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 Surf_B metaT (Metagenome Metatranscriptome)
3300007330,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 250_A metaT (Metagenome Metatranscriptome)
3300007331,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S12 DCM_A metaT (Metagenome Metatranscriptome)
3300007332,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S9 Surf_A metaT (Metagenome Metatranscriptome)
3300007333,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S12 Surf_B metaT (Metagenome Metatranscriptome)
3300007334,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S12 Surf_A metaT (Metagenome Metatranscriptome)
3300007336,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 DCM_A metaT (Metagenome Metatranscriptome)
3300007337,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S7 Surf_B metaT (Metagenome Metatranscriptome)
3300007338,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 DCM_B metaT (Metagenome Metatranscriptome)
3300007340,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S5 c16 DCM_A metaT (Metagenome Metatranscriptome)
3300007341,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S2 Surf_B metaT (Metagenome Metatranscriptome)
3300007342,*Microbiome,Marine microbial communities from the Southern Atlantic ocean transect to study dissolved organic matter and carbon cycling - KN S2 Surf_A metaT (Metagenome Metatranscriptome)
3300007344,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Mar_4
3300007345,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Aug_30
3300007346,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - Viral MetaG DEL_Aug_31
3300007363,*Microbiome,Aqueous microbial communities from the Delaware River and Bay under freshwater to marine salinity gradient to study organic matter cycling in a time-series - DEBay_Fall_0.3_<0.8_DNA
3300007406,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D83_LNv2"
3300007407,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C27_H0v2"
3300007408,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D10_H0v2"
3300007409,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D22_HNv2"
3300007410,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D69_L0v2"
3300007411,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D17_H0v2"
3300007412,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D61_LNv2"
3300007413,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D92_L0"
3300007414,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR08_H0"
3300007415,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR12_LAN"
3300007416,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D30_HAv2"
3300007417,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C02_HNv2"
3300007418,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D77_LAv2"
3300007419,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D94_LAv2"
3300007420,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D78_LAv2"
3300007421,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C05_HNv2"
3300007422,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C01_HNv2"
3300007423,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D16_HANv2"
3300007424,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D63_LAv2"
3300007425,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR02_H0"
3300007426,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR07_H0"
3300007427,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D29_HNv2"
3300007428,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D19_HAv2"
3300007429,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C32_LANv2"
3300007430,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C03_HNv2"
3300007431,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D86_LNv2"
3300007432,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C21_HANv2"
3300007433,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D71_L0v2"
3300007434,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D31_HAN"
3300007435,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D11_HNMv2"
3300007436,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C09_HNv2"
3300007437,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D93_LNv2"
3300007438,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D38_HAv2"
3300007439,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D99_LAv2"
3300007440,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D59_L0v2"
3300007441,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D74_LANv2"
3300007442,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C33_LNv2"
3300007443,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D97_LAv2"
3300007444,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C14_HNv2"
3300007445,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D09_HANv2"
3300007446,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D66_LNv2"
3300007447,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR09_HA"
3300007448,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D20_HAv2"
3300007449,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D98_LAv2"
3300007450,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR05_HN"
3300007451,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C17_HNv2"
3300007452,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D84_LANv2"
3300007453,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C11_HNv2"
3300007454,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C34_LAv2"
3300007455,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D06_HN"
3300007456,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D64_LAv2"
3300007457,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D87_LANv2"
3300007458,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D91_LN"
3300007459,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C38_LANv2"
3300007460,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D70_LAv2"
3300007461,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR20_LAN"
3300007462,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D35_HANv2"
3300007463,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C22_HAv2"
3300007464,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D68_LAv2"
3300007465,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C29_HAv2"
3300007466,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge DR17_LAN"
3300007467,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D28_HANv2"
3300007468,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C07_HANv2"
3300007469,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D57_LANMv2"
3300007470,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C25_HAv2"
3300007471,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C04_HANv2"
3300007472,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C41_LAv2"
3300007473,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C08_HAv2"
3300007474,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C45_LANv2"
3300007475,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C49_LANv2"
3300007476,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C16_HNv2"
3300007477,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D01_HANv2"
3300007478,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D07_HANv2"
3300007479,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C26_HAv2"
3300007480,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D67_LANv2"
3300007481,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C42_LAv2"
3300007482,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C36_LANv2"
3300007483,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D27_HAv2"
3300007484,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D34_HAv2"
3300007485,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D02_HANv2"
3300007486,*Microbiome,"Iron oxide microbial mat communities from Yellowstone National Park, Wyoming, USA - ECH_B_top_diel_T=5 metaT (Metagenome Metatranscriptome)"
3300007487,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C18_HANv2"
3300007488,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D40_HAv2"
3300007489,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C19_HAv2"
3300007490,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C37_LANv2"
3300007491,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D39_HAv2"
3300007492,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C44_LANv2"
3300007493,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge D05_HANv2"
3300007494,*Microbiome,"Active sludge microbial communities from wastewater in Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C30_HANv2"
3300007495,*Microbiome,"Active sludge microbial communities from Klosterneuburg, Austria - Klosterneuburg WWTP active sludge C24_HANv2"
3300007516,*Microbiome,Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - FRY-01
3300007517,*Microbiome,Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-02
3300007519,*Microbiome,Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-03
3300007520,*Microbiome,Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-02
3300007521,*Microbiome,Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - MAT-01
3300007522,*Microbiome,Freshwater microbial communities from Lake Bonney liftoff mats and glacier meltwater in Antarctica - BON-01
3300007523,*Microbiome,Freshwater microbial communities from Lake Fryxell liftoff mats and glacier meltwater in Antarctica - FRY-03
3300007526,*Microbiome,"Freshwater sediment microbial communities in response to fracking from Pennsylvania, USA - Cold Stream Run_MetaT_CSR_2012 (Metagenome Metatranscriptome)"
3300007532,*Microbiome,Salt pond water microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_C_H2O_MG
3300007533,*Microbiome,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_D_shore_MG
3300007535,*Microbiome,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R1_A_D2_MG
3300007536,*Microbiome,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_restored_C_black_MG
3300007537,*Microbiome,Salt pond soil microbial communities from South San Francisco under conditions of wetland restoration - Salt Pond MetaG R2_A_D1_MG
3300007538,*Microbiome,Freshwater to marine saline gradient viral communities from Chesapeake Bay - CB_1508_2 Viral MetaG
3300007539,*Microbiome,Freshwater to marine saline gradient viral communities from Chesapeake Bay - CB_1508_1M Viral MetaG
3300007540,*Microbiome,Freshwater to marine saline gradient viral communities from Chesapeake Bay - CB_1504_2 Viral MetaG
3300007541,*Microbiome,Freshwater to marine saline gradient viral communities from Chesapeake Bay - CB_1508_1S Viral MetaG
3300007542,*Microbiome,Freshwater to marine saline gradient viral communities from Chesapeake Bay - CB_1504_1 Viral MetaG
3300007543,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1370B-3
3300007544,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1449B-3
3300007545,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1547B-3
3300007546,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1547A-02
3300007547,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1547B-02
3300007548,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1548B-3
3300007549,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1548B-02
3300007550,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1549A-3
3300007551,*Microbiome,Estuarine microbial communities from the Columbia River estuary - metaG 1549B-3
3300007552,*Microbiome,Estuarine microbial communities from the Columbia River estuary - Ebb tide non-ETM metaG S.571
3300007553,*Microbiome,Estuarine microbial communities from the Columbia River estuary - Ebb tide non-ETM metaG S.689
3300007554,*Microbiome,Estuarine microbial communities from the Columbia River estuary - Ebb tide non-ETM metaG S.709
3300007555,*Microbiome,Estuarine microbial communities from the Columbia River estuary - Ebb tide non-ETM metaG S.555
3300007557,*Microbiome,Estuarine microbial communities from the Columbia River estuary - Ebb tide non-ETM metaG S.715
